paper_id,title,authors,year,venue_or_status,publication_date,paper_url,code_url,research_problem,memory_write,memory_representation,memory_retrieval,memory_update,temporal_reasoning,contradiction_handling,forgetting,consolidation,provenance,uncertainty,learned_policy,graph_structure,agentic_rag_relation,datasets_or_benchmarks,baselines,metrics,main_method,main_contribution,main_results,limitations_stated_by_authors,limitations_you_identify,compute_requirement,open_source,relevance_to_evomem,possible_remaining_gap,evidence_level,evidence_sections,reviewed_version,canonical_publication_url
2402.17753,Evaluating Very Long-Term Conversational Memory of LLM Agents,"Maharana, Adyasha; Lee, Dong-Ho; Tulyakov, Sergey; Bansal, Mohit; Barbieri, Francesco; Fang, Yuwei",2024,arXiv preprint; no publication venue independently verified,2024-02-27,https://arxiv.org/abs/2402.17753v1,https://snap-research.github.io/locomo/,Evaluate long-term dialogue understanding across sessions,NR — not established in this review; not evidence of absence,Persona/event-grounded conversations,"QA, summarization and dialogue evaluation",NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"LoCoMo: Multi-session dialogue QA, summarization and generation; original paper averages ~300 turns/9K tokens, up to 35 sessions; common released evaluation uses 10 longer conversations",NR — not established in this review; not evidence of absence,"QA F1/judged correctness, summarization; cost not the original central target","QA, summarization and dialogue evaluation",Evaluate long-term dialogue understanding across sessions,Screening conclusion: Evaluate long-term dialogue understanding across sessions. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Original corpus statistics differ from commonly reused released subset,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Evaluate long-term dialogue understanding across sessions,Original corpus statistics differ from commonly reused released subset,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2024-02-27),
2403.14403,Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity,"Jeong, Soyeong; Baek, Jinheon; Cho, Sukmin; Hwang, Sung Ju; Park, Jong C.",2024,Author-reported status: NAACL 2024,2024-03-21,https://arxiv.org/abs/2403.14403v2,https://github.com/starsuzi/Adaptive-RAG,Choose retrieval complexity appropriate to a query,NR — not established in this review; not evidence of absence,External corpus,"Small classifier selects no, single or iterative retrieval",NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,Adaptive external retrieval precedent; not itself a full persistent-memory lifecycle,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,"Small classifier selects no, single or iterative retrieval",Choose retrieval complexity appropriate to a query,Screening conclusion: Choose retrieval complexity appropriate to a query. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Relevance/complexity routing is not evidence-freshness calibration,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Choose retrieval complexity appropriate to a query,Relevance/complexity routing is not evidence-freshness calibration,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v2 (2024-03-28),
2404.13501,A Survey on the Memory Mechanism of Large Language Model based Agents,"Zhang, Zeyu; Bo, Xiaohe; Ma, Chen; Li, Rui; Chen, Xu; Dai, Quanyu; Zhu, Jieming; Dong, Zhenhua; Wen, Ji-Rong",2024,ACM TOIS 2025; journal version identified; arXiv taxonomy screened,2024-04-21,https://arxiv.org/abs/2404.13501v1,https://github.com/nuster1128/LLM_Agent_Memory_Survey,Map agent-memory design and evaluation,NR — not established in this review; not evidence of absence,Survey taxonomy,Secondary literature map,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Secondary literature map,Map agent-memory design and evaluation,Screening conclusion: Map agent-memory design and evaluation. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Use primary papers to establish capability or novelty,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Map agent-memory design and evaluation,Use primary papers to establish capability or novelty,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2024-04-21),https://doi.org/10.1145/3748302
2405.14831,HippoRAG: Neurobiologically Inspired Long-Term Memory for Large Language Models,"Gutiérrez, Bernal Jiménez; Shu, Yiheng; Gu, Yu; Yasunaga, Michihiro; Su, Yu",2024,Author-reported status: NeurIPS 2024. Code and data: this https URL,2024-05-23,https://arxiv.org/abs/2405.14831v3,https://github.com/OSU-NLP-Group/HippoRAG,Integrate knowledge and support associative multi-hop retrieval,NR — not established in this review; not evidence of absence,Knowledge graph and passage index,Personalized PageRank,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Personalized PageRank,Integrate knowledge and support associative multi-hop retrieval,Screening conclusion: Integrate knowledge and support associative multi-hop retrieval. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Graph reachability is not a logical dependency proof,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Integrate knowledge and support associative multi-hop retrieval,Graph reachability is not a logical dependency proof,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v3 (2025-01-14),
2407.04363,AriGraph: Learning Knowledge Graph World Models with Episodic Memory for LLM Agents,"Anokhin, Petr; Semenov, Nikita; Sorokin, Artyom; Evseev, Dmitry; Kravchenko, Andrey; Burtsev, Mikhail; Burnaev, Evgeny",2024,arXiv preprint; no publication venue independently verified,2024-07-05,https://arxiv.org/abs/2407.04363v3,https://github.com/AIRI-Institute/AriGraph,Maintain semantic and episodic world knowledge for interactive tasks,NR — not established in this review; not evidence of absence,Episodic/semantic graph,Graph update and retrieval for planning,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Graph update and retrieval for planning,Maintain semantic and episodic world knowledge for interactive tasks,Screening conclusion: Maintain semantic and episodic world knowledge for interactive tasks. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Environment-specific state tracking does not establish universal revision safety,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Maintain semantic and episodic world knowledge for interactive tasks,Environment-specific state tracking does not establish universal revision safety,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v3 (2025-05-15),
2407.12784,AgentPoison: Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases,"Chen, Zhaorun; Xiang, Zhen; Xiao, Chaowei; Song, Dawn; Li, Bo",2024,arXiv preprint; no publication venue independently verified,2024-07-17,https://arxiv.org/abs/2407.12784v1,,Study poisoning of agent memory and retrieval stores,NR — not established in this review; not evidence of absence,Poisoned memory/knowledge records,Optimized triggers influence retrieval,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Optimized triggers influence retrieval,Study poisoning of agent memory and retrieval stores,Screening conclusion: Study poisoning of agent memory and retrieval stores. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Attack success is conditional on threat model and retriever access,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Study poisoning of agent memory and retrieval stores,Attack success is conditional on threat model and retriever access,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2024-07-17),
2410.10813,LongMemEval: Benchmarking Chat Assistants on Long-Term Interactive Memory,"Wu, Di; Wang, Hongwei; Yu, Wenhao; Zhang, Yuwei; Chang, Kai-Wei; Yu, Dong",2024,Author-reported status: ICLR 2025,2024-10-14,https://arxiv.org/abs/2410.10813v2,https://github.com/xiaowu0162/LongMemEval,Evaluate five long-term interactive memory abilities,Index history at different granularities,Scalable chat histories with evidence annotations,Evaluate evidence retrieval and reading,Knowledge-update probes,NR — not established in this review; not evidence of absence,"Knowledge-update/abstention tasks, not executable lifecycle traces",No comprehensive deletion-policy benchmark,Compare compression/indexing designs,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,LongMemEval-S approximately 115K tokens/history; LongMemEval-M approximately 1.5M; oracle-evidence condition distinct.,"Commercial assistants, long-context models and retrieval-augmented memory configurations.",Question accuracy with model judging; evidence recall/NDCG; human agreement checks.,"Construct 500 questions testing information extraction, multi-session reasoning, knowledge updates, temporal reasoning and abstention. Scale histories while retaining evidence annotations, and analyze indexing, retrieval and reading separately.",Evaluate five long-term interactive memory abilities,Long-term memory is broader than literal recall even in this earlier benchmark. Perfect evidence retrieval can still leave reader errors; lossy summaries can omit important details.,Synthetic/scalable history construction and automated grading require care; benchmark does not represent every deployment.,"Static post-hoc questions can test updates without exercising an online agent’s executed write/delete decisions. Oracle history access is an information advantage, not a deployable method.",Scales strongly with history length; API evaluation can be staged using S and oracle subsets.,Paper-linked public code/project URL; license and reproducibility not audited,Evaluate five long-term interactive memory abilities,Oracle evidence and full-history settings must not be compared as equivalent,deep primary read,S3 five abilities and construction; S4 protocols; S5 indexing/retrieval/reading analyses; grader human-agreement validation.,v2 (2025-03-04),
2501.13956,Zep: A Temporal Knowledge Graph Architecture for Agent Memory,"Rasmussen, Preston; Paliychuk, Pavlo; Beauvais, Travis; Ryan, Jack; Chalef, Daniel",2025,arXiv preprint; no publication venue independently verified,2025-01-20,https://arxiv.org/abs/2501.13956v1,https://github.com/getzep/graphiti,Maintain evolving relational facts with temporal provenance,Extract facts from episodes,Bitemporal knowledge graph plus episodes,"Cosine, BM25 and graph traversal; fusion and reranking",Invalidate conflicting edges and insert new facts,✅ — see capability matrix definition and cited sections,Temporal invalidation of conflicting edges,Historical edges retained; not equivalent to physical deletion,Community summaries,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"Deep Memory Retrieval (500 conversations, five sessions); LongMemEval-S (approximately 115K tokens per history).","MemGPT, full context and retrieval-based configurations under the paper’s model-specific protocols.","Answer accuracy, judge scores, context tokens and latency.",Episodes feed entity and semantic-edge extraction; community summaries organize broader context. Event-time validity and ingestion-time information coexist. Conflicting edges can expire without erasing their historical record.,Maintain evolving relational facts with temporal provenance,"Demonstrates temporal graph memory on conversational QA. DMR is near saturation for some full-context settings, so improvements there do not settle hard lifecycle management. Later temporal-memory proposals cannot claim timestamped historical retention is new.",Conclusion motivates further applications and retrieval improvements; no separately quantified guarantee of complete semantic conflict detection.,Entity/edge extraction and contradiction adjudication remain fallible. Temporal conflict on a fact is not a proof that all derived beliefs or pending actions have been repaired. Benchmark comparisons use particular answerer/judge choices.,"API LLM extraction/answering plus embeddings, graph infrastructure and reranking; full reproducible dollar total not established here.",Paper-linked public code/project URL; license and reproducibility not audited,Maintain evolving relational facts with temporal provenance,Temporal edge invalidation is not general downstream belief repair,deep primary read,"S2 defines graph and temporal fields; S3 gives hybrid retrieval; S4 specifies datasets, compared models and results.",v1 (2025-01-20),
2502.12110,A-MEM: Agentic Memory for LLM Agents,"Xu, Wujiang; Liang, Zujie; Mei, Kai; Gao, Hang; Tan, Juntao; Zhang, Yongfeng",2025,Author-reported status: Advances in Neural Information Processing Systems (NeurIPS 2025),2025-02-17,https://arxiv.org/abs/2502.12110v11,https://github.com/WujiangXu/A-mem-sys,Organize notes and evolve their contextual links,LLM constructs structured notes,Zettelkasten-like text notes and links,Cosine similarity and linked context,Revise neighboring note metadata/context,✅ — see capability matrix definition and cited sections,No explicit general invalidation semantics established,No explicit selective deletion result established,Contextual note evolution,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,❌ — see capability matrix definition and cited sections,✅ — see capability matrix definition and cited sections,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,LoCoMo and DialSim; settings span several backbone models and retrieval counts.,Long-context and memory/retrieval systems listed in S4.,QA F1/BLEU and reported efficiency/scaling measurements.,"Create a note with content, timestamp, keywords, tags, contextual description and links. Retrieve nearby notes and ask an LLM to establish links and revise their contextual descriptions. Query-time dense retrieval returns an augmented memory neighborhood.",Organize notes and evolve their contextual links,"Linked note evolution can improve memory use in the tested dialogue tasks. It supplies a strong baseline for an adaptive graph memory, but links express association rather than a verified entailment relation.",Text-focused setting and dependence on LLM quality are discussed in S6.,Rewriting neighboring context may spread an incorrect inference. There is no demonstrated invariant that updates retract precisely the logically dependent notes while preserving independent support.,Frozen/API LLM calls for writing and evolution; dense indexing. Per-update cost grows with selected neighborhood.,Paper-linked public code/project URL; license and reproducibility not audited,Organize notes and evolve their contextual links,Associative links are not entailment dependencies,deep primary read,"S3 note fields, linking and evolution; S4 component ablations and S4.6 scaling; S6 limitations.",v11 (2025-10-08),
2502.14802,From RAG to Memory: Non-Parametric Continual Learning for Large Language Models,"Gutiérrez, Bernal Jiménez; Shu, Yiheng; Qi, Weijian; Zhou, Sizhe; Su, Yu",2025,Author-reported status: ICML 2025. Code and data are available at: this https URL,2025-02-20,https://arxiv.org/abs/2502.14802v2,https://github.com/OSU-NLP-Group/HippoRAG,Improve nonparametric continual learning and associative retrieval,NR — not established in this review; not evidence of absence,Passage/entity graph,Recognition and graph retrieval,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Recognition and graph retrieval,Improve nonparametric continual learning and associative retrieval,Screening conclusion: Improve nonparametric continual learning and associative retrieval. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Continual ingestion is not the same as resolving all stale beliefs,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Improve nonparametric continual learning and associative retrieval,Continual ingestion is not the same as resolving all stale beliefs,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v2 (2025-06-19),
2502.15957,R$^3$Mem: Bridging Memory Retention and Retrieval via Reversible Compression,"Wang, Xiaoqiang; Wang, Suyuchen; Zhu, Yun; Liu, Bang",2025,Findings of ACL 2025; independently indexed,2025-02-21,https://arxiv.org/abs/2502.15957v1,,Retain and reconstruct context through learned reversible compression,NR — not established in this review; not evidence of absence,Hierarchical virtual memory tokens,Parameter-efficient trained compression/reconstruction,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Parameter-efficient trained compression/reconstruction,Retain and reconstruct context through learned reversible compression,Screening conclusion: Retain and reconstruct context through learned reversible compression. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Reconstruction quality is not a guarantee of future correction support,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Retain and reconstruct context through learned reversible compression,Reconstruction quality is not a guarantee of future correction support,targeted primary inspection,"S2 hierarchical compression/reconstruction; evaluation long-context language modeling, RAG and conversational memory; ACL Findings 2025 canonical publication.",v1 (2025-02-21),https://aclanthology.org/2025.findings-acl.235/
